id;clusterId;vertexId;distance
541;5;1805;1
542;3;1808;1
543;12;1808;1
544;11;1811;1
545;14;1811;1
546;3;1811;1
547;8;1811;1
548;7;1816;1
549;12;1816;1
550;14;1817;1
551;5;1821;1
552;0;1822;1
553;11;1837;1
554;4;1837;1
555;14;1837;1
556;7;1837;1
557;12;1837;1
558;6;1855;1
559;9;1855;1
560;10;1855;1
561;7;1855;1
562;5;1866;1
563;10;1868;1
564;9;1867;1
565;14;1887;1
566;8;1887;1
567;12;1887;1
568;6;1900;1
569;0;1906;1
570;11;1906;1
571;10;1906;1
572;8;1907;1
573;4;1910;1
574;14;1910;1
575;6;1918;1
576;10;1918;1
577;7;1921;1
578;14;1922;1
579;12;1928;1
580;6;1931;1
581;4;1931;1
582;7;1931;1
583;12;1931;1
584;0;1932;1
585;14;1948;1
586;7;1948;1
587;8;1952;1
588;5;1955;1
589;12;1961;1
590;10;1966;0
591;8;1966;1
592;10;1973;1
593;3;1976;1
594;8;1976;1
595;8;1989;1
596;9;1992;1
597;14;1995;0
598;0;1996;1
599;6;1999;1
600;5;2000;1
601;1;2002;1
602;8;2002;1
603;1;2005;1
604;9;2006;1
605;4;2007;1
606;8;2007;1
607;14;2010;1
608;8;2010;1
609;4;2016;1
610;14;2017;1
611;8;2017;1
612;3;2019;1
613;12;2020;1
614;9;2022;1
615;6;2024;1
616;0;2027;1
617;5;2031;1
618;6;2041;1
619;10;2041;0
620;10;2041;1
621;14;2041;1
622;7;2041;1
623;6;2063;1
624;9;2063;1
625;10;2063;1
626;14;2063;1
627;5;2063;1
628;7;2063;1
629;8;2063;1
630;7;2070;1
631;10;2073;1
632;6;2077;1
633;9;2077;1
634;14;2077;1
635;8;2077;1
636;12;2078;0
637;3;2081;1
638;11;2082;1
639;6;2089;1
640;10;2089;1
641;7;2089;1
642;4;2090;1
643;1;2094;1
644;8;2094;1
645;14;2096;1
646;8;2096;1
647;14;2101;1
648;8;2101;1
649;8;2102;1
650;11;2106;1
651;6;2110;1
652;10;2110;1
653;7;2110;1
654;3;2112;1
655;10;2125;1
656;13;2131;1
657;6;2131;1
658;6;2136;1
659;4;2136;1
660;12;2136;1
661;11;2142;1
662;1;2143;1
663;8;2143;1
664;6;2148;1
665;12;2152;1
666;14;2153;1
667;14;2155;1
668;8;2155;1
669;5;2171;1
670;3;2171;1
671;13;2186;1
672;12;2186;1
673;4;2201;1
674;8;2201;1
675;6;2213;1
676;13;2224;1
677;7;2228;0
678;12;2228;1
679;14;2232;1
680;8;2232;1
681;0;2235;1
682;1;2235;1
683;11;2235;1
684;2;2235;1
685;5;2235;1
686;3;2235;1
687;0;2244;1
688;1;2244;1
689;11;2244;1
690;2;2244;1
691;5;2244;1
692;3;2244;1
693;4;2250;1
694;7;2250;1
695;12;2250;1
696;12;2251;1
697;0;2266;1
698;11;2266;1
699;14;2271;1
700;8;2271;1
701;6;2273;1
702;3;2278;1
703;12;2278;1
704;1;2285;1
705;8;2285;1
706;5;2292;1
707;12;2293;1
708;12;2298;1
709;7;2300;1
710;12;2303;1
711;0;2306;1
712;9;2306;1
713;14;2308;1
714;8;2308;1
715;5;2317;1
716;14;2328;1
717;1;2331;1
718;9;2331;1
719;12;2331;1
720;1;2332;1
721;8;2332;1
722;6;2334;0
723;6;2334;1
724;11;2334;1
725;4;2334;1
726;14;2334;1
727;5;2334;1
728;7;2334;1
729;8;2334;1
730;12;2334;1
731;11;2335;1
732;5;2338;1
733;1;2347;1
734;10;2347;1
735;8;2347;1
736;6;2348;1
737;5;2355;1
738;0;2361;1
739;11;2361;0
740;3;2361;1
741;4;2368;0
742;5;2380;1
743;0;2381;1
744;1;2381;1
745;11;2381;1
746;2;2381;1
747;5;2381;1
748;3;2381;1
749;14;2383;1
750;3;2384;1
751;14;2388;1
752;12;2388;1
753;10;2396;1
754;12;2411;1
755;10;2414;1
756;11;2417;1
757;11;2416;1
758;10;2416;1
759;12;2425;1
760;4;2429;1
761;9;2430;1
762;5;2436;1
763;14;2440;1
764;5;2444;1
765;12;2451;1
766;1;2452;1
767;4;2452;1
768;8;2452;1
769;4;2456;1
770;5;2460;1
771;3;2465;1
772;12;2467;1
773;5;2469;1
774;4;2476;1
775;3;2479;1
776;4;2497;1
777;11;2506;1
778;4;2508;1
779;3;2511;1
780;3;2512;1
781;10;2513;1
782;6;2516;1
783;9;2516;1
784;3;2516;1
785;8;2516;1
786;10;2520;1
787;5;2527;1
788;4;2554;1
789;8;2554;1
790;4;2561;1
791;8;2561;1
792;9;2564;1
793;4;2566;0
794;7;2566;1
795;12;2566;1
796;5;2567;1
797;6;2571;1
798;11;2571;1
799;5;2571;1
800;14;2574;1
801;11;2577;1
802;3;2577;1
803;12;2580;1
804;8;2583;1
805;6;2594;1
806;8;2594;1
807;10;2597;0
808;9;2613;1
809;14;2616;1
810;7;2616;1
811;12;2617;1
812;10;2618;1
813;0;2635;1
814;1;2635;1
815;11;2635;1
816;2;2635;1
817;5;2635;0
818;5;2635;1
819;3;2635;1
820;0;2639;1
821;10;2639;1
822;6;2644;1
823;12;2647;1
824;6;2652;1
825;0;2654;1
826;13;2655;1
827;6;2655;1
828;11;2655;1
829;14;2655;1
830;5;2655;1
831;7;2655;1
832;8;2655;1
833;12;2655;1
834;8;2663;1
835;5;2673;1
836;6;2682;1
837;10;2683;1
838;10;2685;1
839;3;2688;1
840;5;2692;1
841;12;2698;1
842;0;2708;1
843;1;2708;1
844;11;2708;1
845;2;2708;1
846;5;2708;1
847;3;2708;1
848;1;2720;1
849;8;2720;1
850;14;2724;1
851;6;2728;1
852;10;2728;1
853;7;2728;1
854;5;2731;1
855;5;2736;1
856;0;2739;1
857;10;2739;1
858;8;2740;1
859;13;2752;1
860;12;2752;0
861;12;2752;1
862;1;2753;1
863;8;2753;1
864;5;2750;1
865;12;2754;1
866;3;2759;1
867;14;2760;1
868;5;2769;1
869;0;2777;1
870;14;2787;1
871;8;2787;1
872;8;2784;1
873;14;2802;1
874;3;2802;1
875;14;2803;1
876;7;2803;1
877;8;2803;1
878;12;2803;1
879;6;2807;1
880;11;2807;1
881;5;2807;0
882;5;2807;1
883;6;2817;1
884;10;2820;1
885;11;2821;1
886;12;2829;1
887;0;2834;1
888;6;2844;1
889;9;2844;1
890;4;2844;1
891;8;2844;1
892;12;2844;1
893;13;2849;1
894;4;2849;1
895;3;2849;1
896;3;2862;1
897;12;2862;1
898;3;2874;1
899;6;2880;1
900;10;2880;1
901;7;2880;1
902;11;2889;1
903;6;2892;1
904;5;2892;1
905;11;2895;1
906;5;2898;1
907;8;2907;1
908;1;2908;1
909;8;2908;1
910;12;2910;1
911;1;2913;1
912;6;2913;1
913;7;2913;1
914;8;2913;1
915;12;2913;1
916;12;2914;1
917;12;2924;1
918;11;2926;1
919;8;2926;1
920;8;2932;1
921;5;2947;1
922;8;2956;1
923;8;2961;1
924;12;2974;1
925;14;2983;1
926;8;2991;1
927;12;2993;1
928;6;3006;1
929;6;3025;1
930;11;3025;1
931;5;3025;1
932;14;3054;1
933;9;3057;1
934;7;3059;1
935;8;3059;1
936;14;3072;1
937;0;3078;1
938;5;3078;1
939;6;3076;1
940;4;3076;1
941;6;3077;1
942;1;3079;1
943;6;3084;1
944;10;3084;1
945;7;3084;1
946;14;3089;1
947;1;3090;1
948;8;3090;1
949;11;3094;1
950;6;3100;1
951;3;3102;1
952;5;3103;1
953;12;3103;1
954;14;3106;1
955;13;3107;1
956;12;3107;1
957;12;3118;1
958;11;3141;1
959;3;3141;1
960;6;3142;1
961;14;3142;1
962;11;3143;1
963;14;3143;1
964;12;3148;1
965;14;3152;1
966;8;3152;1
967;6;3154;1
968;6;3155;1
969;4;3155;1
970;10;3164;1
971;4;3164;1
972;14;3164;0
973;14;3164;1
974;8;3164;1
975;6;3170;1
976;11;3171;1
977;4;3179;1
978;12;3184;1
979;9;3185;1
980;1;3187;1
981;8;3187;1
982;12;3193;1
983;7;3196;1
984;8;3196;1
985;10;3201;1
986;11;3209;1
987;3;3209;1
988;11;3212;1
989;0;3224;1
990;9;3224;1
991;5;3224;1
992;11;3227;1
993;3;3227;1
994;3;3228;1
995;10;3230;1
996;13;3232;1
997;11;3232;1
998;4;3232;1
999;0;3234;1
1000;11;3253;1
1001;10;3253;1
1002;3;3253;1
1003;13;3256;1
1004;4;3256;1
1005;11;3257;1
1006;3;3262;1
1007;5;3272;1
1008;9;3274;1
1009;5;3274;1
1010;5;3293;1
1011;14;3297;1
1012;5;3299;1
1013;12;3305;1
1014;5;3306;1
1015;0;3310;1
1016;11;3310;1
1017;5;3310;1
1018;3;3313;1
1019;3;3323;1
1020;14;3339;1
1021;4;3340;1
1022;1;3342;1
1023;11;3344;1
1024;5;3350;1
1025;6;3352;1
1026;1;3366;1
1027;11;3366;1
1028;3;3366;1
1029;8;3366;1
1030;14;3368;1
1031;0;3369;1
1032;12;3374;1
1033;6;3400;1
1034;11;3400;1
1035;5;3400;1
1036;0;3402;1
1037;7;3402;1
1038;9;3410;1
1039;6;3418;1
1040;2;3418;1
1041;8;3422;1
1042;11;3431;1
1043;7;3431;1
1044;12;3431;1
1045;6;3432;1
1046;14;3433;1
1047;8;3433;1
1048;5;3434;1
1049;7;3434;1
1050;12;3434;1
1051;11;3444;1
1052;0;3443;1
1053;1;3443;1
1054;11;3443;1
1055;2;3443;1
1056;5;3443;1
1057;3;3443;1
1058;4;3445;1
1059;8;3446;1
1060;14;3451;0
1061;14;3451;1
1062;14;3454;1
1063;9;3459;1
1064;12;3461;1
1065;7;3470;1
1066;12;3470;0
1067;12;3470;1
1068;1;3474;1
1069;7;3475;1
1070;5;3479;1
1071;9;3483;1
1072;3;3488;1
1073;9;3490;1
1074;0;3494;1
1075;6;3498;1
1076;8;3510;1
1077;12;3514;1
1078;12;3515;1
1079;5;3518;1
1080;12;3522;1
1081;10;3524;1
1082;0;3527;1
1083;1;3527;1
1084;11;3527;1
1085;2;3527;1
1086;5;3527;1
1087;3;3527;1
1088;12;3534;1
1089;6;3537;1
1090;11;3537;1
1091;5;3537;1
1092;12;3538;1
1093;10;3540;1
1094;8;3540;1
1095;12;3548;1
1096;12;3558;1
1097;6;3565;1
1098;5;3570;1
1099;5;3571;1
1100;12;3582;1
1101;5;3589;1
1102;6;3590;1
1103;4;3598;0
1104;9;3608;1
1105;14;3609;1
1106;5;3611;1
1107;14;3621;1
1108;8;3621;1
1109;7;3625;1
1110;11;3628;1
1111;6;3630;1
1112;11;3630;1
1113;10;3630;1
1114;3;3630;1
1115;12;3630;1
1116;10;3633;1
1117;6;3643;1
1118;10;3643;1
1119;14;3643;1
1120;14;3644;1
1121;14;3647;1
1122;8;3647;1
1123;14;3652;1
1124;5;3653;1
1125;3;3664;1
1126;6;3668;1
1127;10;3668;1
1128;7;3668;1
1129;6;3669;1
1130;1;3670;1
1131;8;3670;1
1132;6;3674;1
1133;10;3679;1
1134;8;3679;1
1135;11;3682;1
1136;10;3682;1
1137;5;3682;1
1138;6;3683;-1
1139;6;3683;1
1140;11;3683;1
1141;10;3683;1
1142;5;3683;1
1143;7;3683;1
1144;11;3692;1
1145;12;3714;1
1146;1;3716;1
1147;14;3716;1
1148;8;3716;1
1149;3;3717;1
1150;9;3724;1
1151;8;3724;1
1152;1;3731;1
1153;8;3731;1
1154;8;3732;1
1155;6;3735;1
1156;0;3734;1
1157;7;3734;1
1158;8;3734;0
1159;8;3734;1
1160;12;3734;1
1161;12;3742;1
1162;9;3743;1
1163;9;3750;1
1164;8;3750;1
1165;5;3755;1
1166;3;3770;1
1167;12;3776;1
1168;9;3780;1
1169;4;3781;1
1170;10;3783;1
1171;7;3788;1
1172;12;3788;1
1173;12;3796;1
1174;9;3800;1
1175;5;3804;1
1176;10;3808;1
1177;8;3808;1
1178;5;3815;1
1179;6;3820;1
1180;6;3821;1
1181;7;3821;1
1182;8;3821;1
1183;3;3822;1
1184;6;3824;1
1185;5;3828;1
1186;7;3831;1
1187;6;3835;1
1188;14;3836;1
1189;1;3844;1
1190;1;3854;1
1191;8;3854;1
1192;8;3858;1
1193;11;3869;1
1194;3;3869;1
1195;12;3872;1
1196;14;3891;0
1197;0;3892;1
1198;11;3892;0
1199;9;3892;1
1200;3;3892;1
1201;10;3895;1
1202;10;3900;1
1203;10;3907;1
1204;12;3907;1
1205;0;3914;1
1206;6;3914;1
1207;11;3914;1
1208;5;3914;1
1209;12;3916;1
1210;0;3921;1
1211;6;3921;1
1212;11;3921;1
1213;5;3921;1
1214;10;3923;1
1215;6;3926;1
1216;3;3930;1
1217;5;3934;1
1218;6;3939;1
1219;10;3939;1
1220;7;3939;1
1221;6;3940;1
1222;10;3940;1
1223;7;3940;1
1224;0;3948;0
1225;0;3948;1
1226;11;3948;1
1227;8;3948;1
1228;9;3960;1
1229;14;3966;1
1230;8;3966;1
1231;9;3971;1
1232;5;3979;1
1233;12;3992;1
1234;5;3997;1
1235;6;4001;1
1236;8;4001;1
1237;12;4001;1
1238;11;4017;1
1239;1;4024;1
1240;4;4024;1
1241;8;4024;1
1242;11;4027;1
1243;5;4033;1
1244;5;4038;1
1245;12;4047;1
1246;5;4046;1
1247;5;4048;1
1248;10;4050;1
1249;10;4054;1
1250;14;4057;1
1251;4;4068;1
1252;4;4075;1
1253;10;4091;1
1254;6;4099;1
1255;6;4104;1
1256;12;4106;1
1257;5;4109;1
1258;5;4110;1
1259;14;4112;1
1260;3;4112;1
1261;0;4132;1
1262;8;4132;1
1263;9;4147;1
1264;3;4147;1
1265;6;4151;1
1266;11;4151;1
1267;5;4151;1
1268;0;4152;1
1269;5;4154;1
1270;9;4156;1
1271;9;4157;1
1272;5;4165;1
1273;5;4185;1
1274;7;4189;1
1275;12;4189;1
1276;11;4191;1
1277;12;4191;1
1278;8;4194;1
1279;8;4196;1
1280;0;4203;1
1281;1;4203;1
1282;11;4203;1
1283;2;4203;1
1284;5;4203;1
1285;3;4203;1
1286;14;4205;1
1287;8;4206;1
1288;7;4210;1
1289;4;4211;1
1290;12;4214;1
1291;13;4216;1
1292;9;4216;0
1293;2;4224;1
1294;14;4224;1
1295;7;4224;1
1296;12;4227;1
1297;4;4233;1
1298;1;4236;1
1299;14;4237;1
1300;8;4237;1
1301;6;4240;1
1302;8;4240;1
1303;12;4242;1
1304;4;4243;1
1305;14;4243;1
1306;14;4254;1
1307;11;4260;1
1308;3;4260;1
1309;8;4260;1
1310;12;4260;1
1311;13;4262;1
1312;12;4262;1
1313;12;4263;1
1314;0;4266;1
1315;5;4266;1
1316;0;4269;1
1317;4;4274;1
1318;5;4284;1
1319;10;4301;1
1320;6;4302;1
1321;10;4310;1
1322;0;4318;1
1323;11;4318;0
1324;3;4318;1
1325;11;4330;1
1326;3;4332;1
1327;6;4338;1
1328;4;4338;1
1329;14;4338;1
1330;8;4338;1
1331;4;4341;1
1332;8;4341;1
1333;9;4346;1
1334;10;4346;1
1335;0;4351;1
1336;6;4357;1
1337;10;4357;1
1338;7;4357;1
1339;6;4369;1
1340;3;4369;1
1341;12;4369;1
1342;5;4377;1
1343;1;4384;1
1344;5;4397;1
1345;6;4399;1
1346;11;4400;1
1347;3;4400;1
1348;5;4403;1
1349;6;4410;1
1350;7;4415;1
1351;6;4424;1
1352;11;4434;1
1353;6;4435;1
1354;3;4445;1
1355;7;4445;1
1356;14;4450;1
1357;4;4454;1
1358;14;4457;1
1359;6;4464;1
1360;12;4464;1
1361;3;4463;1
1362;8;4466;1
1363;10;4474;1
1364;9;4490;1
1365;5;4490;1
1366;3;4492;1
1367;6;4498;1
1368;5;4503;1
1369;7;4512;1
1370;12;4512;1
1371;9;4530;1
1372;5;4530;1
1373;1;4533;1
1374;1;4535;1
1375;5;4535;1
1376;8;4539;1
1377;0;4544;1
1378;9;4544;1
1379;6;4545;1
1380;8;4545;1
1381;1;4554;1
1382;8;4554;1
1383;14;4557;1
1384;12;4558;1
1385;5;4560;1
1386;8;4561;1
1387;11;4566;1
1388;3;4566;1
1389;12;4566;1
1390;6;4578;1
1391;1;4591;1
1392;5;4596;1
1393;12;4613;1
1394;3;4614;1
1395;7;4618;1
1396;5;4621;1
1397;7;4622;1
1398;12;4622;1
1399;1;4625;1
1400;8;4625;1
1401;0;4627;1
1402;6;4629;1
1403;12;4639;1
1404;8;4643;1
1405;4;4644;1
1406;6;4651;1
1407;5;4653;1
1408;9;4657;1
1409;5;4657;1
1410;6;4658;1
1411;10;4658;1
1412;5;4658;1
1413;4;4660;1
1414;7;4660;1
1415;3;4668;1
1416;7;4671;1
1417;12;4671;1
1418;9;4678;1
1419;1;4679;1
1420;8;4679;1
1421;8;4683;1
1422;12;4692;1
1423;6;4696;1
1424;9;4696;1
1425;4;4696;1
1426;8;4696;1
1427;6;4697;1
1428;9;4697;1
1429;4;4697;1
1430;8;4697;1
1431;6;4701;1
1432;11;4701;1
1433;5;4701;1
1434;14;4725;1
1435;4;4728;1
1436;11;4736;1
1437;9;4737;1
1438;5;4742;1
1439;10;4745;1
1440;1;4759;1
1441;8;4759;1
1442;13;4763;1
1443;6;4764;1
1444;12;4771;1
1445;0;4773;1
1446;1;4773;1
1447;11;4773;1
1448;2;4773;1
1449;5;4773;1
1450;3;4773;1
1451;5;4780;1
1452;6;4786;1
1453;14;4786;1
1454;6;4787;1
1455;10;4789;1
1456;7;4789;0
1457;7;4789;1
1458;0;4792;1
1459;1;4792;1
1460;11;4792;1
1461;10;4792;1
1462;14;4792;1
1463;3;4792;1
1464;8;4792;1
1465;14;4795;1
1466;8;4795;1
1467;12;4794;0
1468;6;4800;1
1469;4;4800;1
1470;0;4806;1
1471;11;4806;1
1472;7;4809;1
1473;12;4809;1
1474;12;4818;1
1475;5;4819;1
1476;4;4820;1
1477;5;4820;1
1478;4;4821;1
1479;2;4832;1
1480;11;4835;1
1481;3;4835;1
1482;9;4840;1
1483;8;4840;1
1484;6;4845;1
1485;10;4845;1
1486;7;4845;1
1487;6;4854;1
1488;9;4854;1
1489;10;4854;1
1490;7;4854;1
1491;5;4882;1
1492;6;4885;1
1493;6;4887;1
1494;10;4887;1
1495;7;4887;1
1496;10;4892;1
1497;13;4901;1
1498;5;4904;1
1499;3;4905;1
1500;10;4908;1
1501;8;4926;1
1502;10;4928;1
1503;11;4930;1
1504;10;4932;1
1505;1;4938;1
1506;8;4938;1
1507;5;4944;1
1508;8;4947;1
1509;0;4952;1
1510;11;4952;0
1511;11;4952;1
1512;3;4952;1
1513;6;4958;1
1514;10;4958;1
1515;6;4974;1
1516;10;4974;1
1517;7;4974;1
1518;2;4978;1
1519;6;4982;1
1520;11;4982;1
1521;9;4982;1
1522;5;4982;0
1523;5;4982;1
1524;5;4986;1
